name,avg_total_playtime
Attack on Titan / A.O.T. Wings of Freedom,3.738E8
STAR WARS: The Force Unleashed II,3.735E8
Far Cry 3 - Blood Dragon,3.735E8
Everlasting Summer,3.735E8
Europa Universalis: Rome - Gold Edition,3.73125E8
Disciples III - Renaissance Steam Special Edition,3.729E8
Windward,3.724E8
Dark and Light,3.717E8
"Warhammer 40,000: Eternal Crusade",3.7125E8
Empyrion - Galactic Survival,3.7125E8
Wordlase,3.71105E8
Stronghold Crusader HD,3.705E8
Fable - The Lost Chapters,3.705E8
Pool Nation,3.6645E8
Game of Thrones,3.647E8
The Red Solstice,3.645E8
Tricolour Lovestory,3.645E8
ACE COMBAT 7: SKIES UNKNOWN,3.6015E8
Source Filmmaker,3.585E8
Punch Club,3.585E8
Life is Strange: Before the Storm,3.585E8
MX vs. ATV Reflex,3.584E8
Five Nights at Freddy's,3.555E8
Towns,3.5475E8
Steel Ocean,3.54E8
Rabi-Ribi,3.534E8
Secrets of Grindea,3.5145E8
Sniper: Ghost Warrior 2,3.51E8
Amnesia: A Machine for Pigs,3.5E8
The Ship: Murder Party,3.495E8
FaceRig,3.495E8
Braveland,3.495E8
Kingdoms and Castles,3.495E8
Project CARS,3.48E8
Shadow Warrior 2,3.4755E8
BROKE PROTOCOL: Online City RPG,3.4725E8
World of Guns: Gun Disassembly,3.465E8
LEGO Batman 2: DC Super Heroes,3.458E8
The Talos Principle,3.45E8
Tales of Vesperia: Definitive Edition,3.4468E8
Creative Destruction,3.4425E8
Z,3.4305E8
SimCity 4 Deluxe Edition,3.42E8
Lords Of The Fallen,3.42E8
Defense Grid: The Awakening,3.4125E8
Hellblade: Senua's Sacrifice,3.4125E8
GemCraft - Chasing Shadows,3.4095E8
Nuclear Dawn,3.3985E8
Holyday City: Reloaded,3.395E8
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,3.3915E8
Resident Evil Revelations 2 / Biohazard Revelations 2,3.39E8
Clicker Heroes 2,3.3885E8
THE KING OF FIGHTERS XIII STEAM EDITION,3.3825E8
Ryse: Son of Rome,3.375E8
Trine 3: The Artifacts of Power,3.3675E8
Overlord: Raising Hell,3.345E8
Legend of Grimrock 2,3.3285E8
Picross Touch,3.315E8
Pixel Puzzles Ultimate,3.3E8
GOD EATER 2 Rage Burst,3.297E8
Eco,3.2955E8
Shadowrun: Hong Kong - Extended Edition,3.285E8
Turbo Pug DX,3.285E8
Beat Hazard,3.2775E8
Magic: The Gathering - Duels of the Planeswalkers 2012,3.2725E8
South Park: The Fractured But Whole,3.262E8
Once in Yaissor,3.255E8
Foxhole,3.248E8
Yu-Gi-Oh! Legacy of the Duelist,3.243E8
Devil May Cry 4 Special Edition,3.24E8
NEKOPARA Vol. 0,3.225E8
"1,000 Heads Among the Trees",3.20625E8
Need for Speed Undercover,3.206E8
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,3.2025E8
Enclave,3.195E8
SUPERHOT,3.18E8
Time Clickers,3.1725E8
What's under your blanket 2 !?,3.147E8
Defender's Quest: Valley of the Forgotten (DX edition),3.1465E8
SUNLESS SEA,3.1275E8
Dishonored: Death of the Outsider,3.1185E8
America's Army: Proving Grounds,3.115E8
Jet Set Radio,3.105E8
Operation Flashpoint: Dragon Rising,3.0975E8
E.Y.E: Divine Cybermancy,3.0975E8
Risen 3 - Titan Lords,3.09E8
LISA,3.087E8
Xenonauts,3.08E8
How to Survive 2,3.0675E8
Homefront: The Revolution,3.06E8
Planetary Annihilation: TITANS,3.06E8
DiRT 4,3.0555E8
Ballistic Overkill,3.0415E8
RPG Maker VX Ace,3.0375E8
(Tale of Wuxia),3.036E8
To the Moon,3.0E8
Zombie Army Trilogy,3.0E8
Battlefleet Gothic: Armada,2.996E8
Cortex Command,2.985E8
The Expendabros,2.975E8
Transport Fever,2.9715E8
Magicka 2,2.97E8
Blackwake,2.97E8
Overlord II,2.955E8
Graveyard Keeper,2.9295E8
STAR WARS - The Force Unleashed Ultimate Sith Edition,2.925E8
World of Goo,2.91E8
X3: Reunion,2.9085E8
Detention,2.9025E8
Ys Origin,2.891E8
Prismata,2.88E8
The Darkness II,2.865E8
Minion Masters,2.8575E8
Golf It!,2.8525E8
RaceRoom Racing Experience,2.835E8
Hell Yeah! Wrath of the Dead Rabbit,2.82E8
DYNASTY WARRIORS 9,2.82E8
BlazBlue: Chronophantasma Extend,2.8175E8
Ni no Kuni II: Revenant Kingdom,2.8065E8
LEGO City Undercover,2.802E8
"Warhammer 40,000: Dawn of War II Chaos Rising",2.79E8
Absolver,2.786E8
Hand of Fate,2.7825E8
Vampyr,2.779E8
12 Labours of Hercules V: Kids of Hellas (Platinum Edition),2.77165E8
Company of Heroes: Opposing Fronts,2.765E8
Devil May Cry 4,2.7615E8
Princess.Loot.Pixel.Again,2.76E8
Door Kickers,2.745E8
FINAL FANTASY IV,2.727E8
BRINK,2.715E8
Assassin's Creed: Director's Cut Edition,2.7E8
Bootombaa,2.6985E8
Recettear: An Item Shop's Tale,2.674E8
Braid,2.67E8
Sonic & SEGA All-Stars Racing,2.6565E8
/Han Xiongnu Wars,2.6565E8
Homeworld Remastered Collection,2.6475E8
Ziggurat,2.646E8
Antichamber,2.64E8
Cthulhu Saves the World,2.6325E8
Vampire: The Masquerade - Bloodlines,2.625E8
Call of Duty 2,2.625E8
WARMODE,2.625E8
VA-11 Hall-A: Cyberpunk Bartender Action,2.611E8
OKAMI HD /,2.6055E8
Tower of Guns,2.59E8
Dino D-Day,2.58E8
Europa Universalis III Complete,2.576E8
Darksiders III,2.574E8
X2: The Threat,2.562E8
Castlevania: Lords of Shadow 2,2.562E8
Bound By Flame,2.5585E8
Aliens vs. Predator,2.55E8
Hexcells Infinite,2.5455E8
Getting Over It with Bennett Foddy,2.535E8
Trivia Vault: Science & History Trivia,2.5322E8
The Moon Night,2.5317E8
SAO Utils: Beta,2.5305E8
Brick Rigs,2.5245E8
Apotheon,2.506E8
From the Depths,2.506E8
FINAL FANTASY XIII-2,2.4955E8
AdventureQuest 3D,2.49E8
Knights of Pen and Paper +1 Edition,2.4815E8
Scania Truck Driving Simulator,2.475E8
Heaven Island - VR MMO,2.475E8
METAL GEAR SURVIVE,2.4735E8
Castlevania: Lords of Shadow  Ultimate Edition,2.471E8
Two Worlds II HD,2.4525E8
Worms Reloaded,2.4525E8
Starpoint Gemini 2,2.445E8
"Invisible, Inc.",2.4375E8
Cinderella Phenomenon - Otome/Visual Novel,2.436E8
STRIDER /,2.43E8
Heat Signature,2.4255E8
Stationeers,2.42475E8
Sakura Dungeon,2.424E8
Sakura Angels,2.408E8
METAL GEAR SOLID V: GROUND ZEROES,2.4E8
Far Cry New Dawn,2.3955E8
Unreal 2: The Awakening,2.387E8
Orcs Must Die!,2.385E8
Max Payne,2.37E8
Defy Gravity Extended,2.37E8
Ultimate Epic Battle Simulator,2.3695E8
State of Decay: YOSE,2.366E8
BARRIER X,2.3555E8
Legend of Grimrock,2.355E8
Disgaea PC /  PC,2.352E8
X-Blades,2.3475E8
Tomb Raider: Underworld,2.3475E8
Crusaders of Light,2.346E8
Holdfast: Nations At War,2.34E8
Dawn of Man,2.3345E8
Soccer Manager 2018,2.324E8
Call of Duty: WWII,2.3175E8
Naval Action,2.304E8
Deadlight,2.3025E8
The Crew,2.2995E8
Vertical Drop Heroes HD,2.296E8
Sanctum,2.295E8
Victor Vran ARPG,2.295E8
Caveman World: Mountains of Unga Boonga,2.2935E8
Silent Hunter 5: Battle of the Atlantic,2.28E8
X: Beyond the Frontier,2.268E8
F1 2014,2.262E8
Amazing Frog?,2.261E8
Stonehearth,2.254E8
Runestone Keeper,2.254E8
Strife,2.25E8
Planets Under Attack,2.2425E8
Move or Die,2.2425E8
BATTALION 1944,2.2365E8
Battlerite Royale,2.2365E8
Celeste,2.233E8
Shank 2,2.2275E8
INSIDE,2.2275E8
Totally Accurate Battle Simulator,2.2275E8
Sid Meier's Pirates!,2.22E8
Will To Live Online,2.21325E8
ICEY,2.205E8
Batman: The Enemy Within - The Telltale Series,2.2015E8
FlatOut 2,2.1975E8
Syberia,2.1975E8
Men of War: Assault Squad,2.19E8
Evolvation,2.19E8
Blockland,2.1875E8
Dreadnought,2.1825E8
Force of Nature,2.181E8
Salt and Sanctuary,2.1805E8
Hatoful Boyfriend,2.177E8
World War III: Black Gold,2.175E8
Sakura Swim Club,2.1735E8
Realm Revolutions,2.172E8
FEZ,2.16E8
Hammerwatch,2.16E8
Midas Gold Plus,2.1595E8
Black Survival /,2.1595E8
Sunrider: Mask of Arcadius,2.1525E8
Shadow Tactics: Blades of the Shogun,2.1525E8
Mountain,2.149E8
Owlboy,2.1455E8
Hyperdimension Neptunia Re;Birth1 /  Re;Birth1 / 1,2.1455E8
Mother Russia Bleeds,2.1455E8
RollerCoaster Tycoon: Deluxe,2.145E8
A Detective's Novel,2.1385E8
Grim Fandango Remastered,2.1375E8
Street Legal Racing: Redline v2.3.1,2.1345E8
Ticket to Ride,2.1245E8
Act of Aggression - Reboot Edition,2.124E8
Kane & Lynch 2: Dog Days,2.115E8
STAR WARS Jedi Knight: Dark Forces II,2.115E8
Murdered: Soul Suspect,2.115E8
Defend Your Life: TD,2.1105E8
Particula,2.1075E8
Mirror,2.1075E8
Super Hexagon,2.1E8
Geneshift,2.1E8
Outlast 2,2.0775E8
King's Bounty: Warriors of the North,2.0755E8
Wuppo,2.072E8
Remember Me,2.07E8
InfiniPicross,2.0685E8
Hyper Light Drifter,2.0625E8
Outward,2.0595E8
Dragons and Titans,2.055E8
Guns and Robots,2.055E8
Murderous Pursuits,2.055E8
Small World 2,2.046E8
BlazBlue: Cross Tag Battle,2.04075E8
La-Mulana,2.0405E8
Zombie Defense,2.0405E8
Command & Conquer: Red Alert 3 - Uprising,2.04E8
Gratuitous Space Battles,2.04E8
Stranded Deep,2.04E8
Crusaders of the Lost Idols,2.0335E8
Broken Age,2.0325E8
Sonic the Hedgehog 4 - Episode II,2.0195E8
Sword With Sauce,2.0195E8
Tropico 6,2.0175E8
Just Cause 4,2.0055E8
Alpha Protocol,2.0025E8
AuroraRL,1.9985E8
Medal of Honor,1.995E8
The LEGO Movie - Videogame,1.995E8
Tricky Towers,1.995E8
"Hot Dogs, Horseshoes & Hand Grenades",1.988E8
Unreal Tournament: Game of the Year Edition,1.9775E8
Sniper Elite,1.965E8
Deponia: The Complete Journey,1.965E8
AdVenture Communist,1.9575E8
Dungeons 3,1.9565E8
Syberia 3,1.953E8
Cuisine Royale,1.95E8
The Evil Within 2,1.9485E8
Stronghold Crusader 2,1.9425E8
Dead Age,1.9425E8
Paint the Town Red,1.939E8
Lethal League,1.935E8
SOMA,1.935E8
Nether: Resurrected,1.9275E8
Fortified,1.9275E8
Brothers - A Tale of Two Sons,1.92E8
System Shock 2,1.92E8
One Way Heroics,1.9145E8
Call of Duty,1.9075E8
Planet Explorers,1.9075E8
STAR WARS Jedi Knight II - Jedi Outcast,1.905E8
Thief: Deadly Shadows,1.905E8
KnightShift,1.905E8
Blockstorm,1.8975E8
Guild of Dungeoneering,1.897E8
Kingdoms of Amalur: Reckoning,1.89E8
Retro City Rampage DX,1.89E8
Highway Blossoms,1.8795E8
Call of Duty: Advanced Warfare - Gold Edition,1.875E8
Overcast - Walden and the Werewolf,1.8675E8
Space Pirates And Zombies 2,1.866E8
METAL SLUG X,1.8655E8
Star Trek Timelines,1.85475E8
Really Big Sky,1.8525E8
Valdis Story: Abyssal City,1.851E8
Worms Armageddon,1.845E8
MudRunner,1.8445E8
SENRAN KAGURA SHINOVI VERSUS,1.842E8
Jagged Alliance 2 - Wildfire,1.841E8
Guacamelee! Gold Edition,1.8375E8
Wolfenstein: The Old Blood,1.8375E8
Rivals of Aether,1.8375E8
Legacy of Kain: Defiance,1.827E8
LEGO Star Wars - The Complete Saga,1.8225E8
Styx: Master of Shadows,1.8225E8
The Note,1.8225E8
Back to Bed,1.815E8
Emily is Away,1.815E8
LEGO Harry Potter: Years 1-4,1.813E8
Party Hard,1.813E8
FORCED: Slightly Better Edition,1.8075E8
Glass Masquerade,1.8075E8
Samorost 3,1.8025E8
Beholder,1.8E8
Tomb Raider: Anniversary,1.7925E8
Knights and Merchants,1.7925E8
Valiant Hearts: The Great War / Soldats Inconnus : Mmoires de la Grande Guerre,1.7815E8
Fran Bow,1.778E8
Offworld Trading Company - Free Multiplayer,1.7775E8
Invasion: Brain Craving,1.7775E8
Audiosurf 2,1.7745E8
Wizorb,1.764E8
RPG MO,1.7625E8
Gems of War - Puzzle RPG,1.7605E8
LEGO Jurassic World,1.757E8
Trials Evolution: Gold Edition,1.7535E8
METAL SLUG,1.7535E8
Serious Sam 2,1.7475E8
Satellite Reign,1.7475E8
Red Orchestra: Ostfront 41-45,1.74E8
Lup,1.74E8
Bayonetta,1.74E8
Halo Wars: Definitive Edition,1.7395E8
PULSAR: Lost Colony,1.7385E8
60 Seconds!,1.7325E8
Wings of Prey,1.731E8
Thief Gold,1.725E8
We Were Here,1.725E8
LEGO Batman: The Videogame,1.715E8
Vanquish,1.715E8
GRID Autosport,1.71E8
12 is Better Than 6,1.71E8
Syberia II,1.7025E8
Cossacks: Back to War,1.701E8
Sniper: Ghost Warrior,1.695E8
All Is Dust,1.694E8
Space Pirates and Zombies,1.6875E8
Turbo Pug,1.68E8
Super Mega Neo Pug,1.665E8
Lobotomy Corporation | Monster Management Simulation,1.662E8
Kingdom: New Lands,1.6575E8
Hob,1.6545E8
Sacred Citadel,1.65E8
War for the Overworld,1.6485E8
Opus Magnum,1.644E8
The Culling Of The Cows,1.6425E8
Terra Incognita ~ Chapter One: The Descendant,1.635E8
"Kivi, Toilet and Shotgun",1.635E8
Tumblestone,1.631E8
Deponia,1.6275E8
Railway Empire,1.6215E8
Civilization IV: Beyond the Sword,1.62E8
Heaven Island Life,1.62E8
Revolution Ace,1.605E8
Charlie's Adventure,1.6035E8
"Warhammer 40,000: Dawn of War  Winter Assault",1.5975E8
Live Wallpaper Master,1.59675E8
Clicker Guild,1.5915E8
Gunpoint,1.59E8
METAL SLUG 3,1.59E8
Mini Metro,1.59E8
Forward to the Sky,1.5855E8
Zero-K,1.5855E8
Gothic 3: Forsaken Gods Enhanced Edition,1.581E8
Damned,1.575E8
Magicite,1.575E8
Super Mustache,1.575E8
Teslagrad,1.5715E8
Turok,1.569E8
Windforge,1.55625E8
Tiny and Big: Grandpa's Leftovers,1.5525E8
Bloody Trapland,1.5525E8
Learn to Fly 3,1.5525E8
Unrest,1.55225E8
"Warhammer 40,000: Inquisitor - Martyr",1.551E8
LEGO Batman 3: Beyond Gotham,1.5505E8
Intergalactic Bubbles,1.5505E8
Murder Miners,1.545E8
Firewatch,1.545E8
Who's Your Daddy,1.545E8
West of Loathing,1.5435E8
Flesh Eaters,1.5375E8
PickCrafter,1.5365E8
WWE 2K16,1.536E8
Brigador: Up-Armored Edition,1.5295E8
Dead Rising 2: Off the Record,1.5225E8
Hyperdrive Massacre,1.5225E8
Brain In My Head,1.5225E8
Grey Goo,1.519E8
Shantae and the Pirate's Curse,1.519E8
DeathSpank,1.512E8
Rise to Ruins,1.512E8
Phantom Doctrine,1.512E8
Commandos 2: Men of Courage,1.5075E8
Spikit,1.5075E8
Divinity: Dragon Commander,1.505E8
Western FPS,1.5015E8
Anomaly: Warzone Earth,1.5E8
RollerCoaster Tycoon 2: Triple Thrill Pack,1.5E8
Freddy Fazbear's Pizzeria Simulator,1.5E8
IL-2 Sturmovik: Battle of Stalingrad,1.4955E8
SENRAN KAGURA ESTIVAL VERSUS,1.49475E8
Galactic Civilizations III,1.4925E8
STAR WARS - Dark Forces,1.485E8
Street Racing Syndicate,1.485E8
This Is the Police,1.485E8
Worms W.M.D,1.484E8
Primal Carnage,1.4805E8
Luna Online: Reborn,1.4775E8
The Surge,1.477E8
Grand Theft Auto III,1.47E8
Keep Talking and Nobody Explodes,1.47E8
Overture,1.4665E8
The Fruit of Grisaia,1.46545E8
Trials Fusion,1.463E8
Osiris: New Dawn,1.463E8
Nosferatu: The Wrath of Malachi,1.4625E8
Darkwood,1.4595E8
Closers,1.455E8
Professional Farmer 2014,1.4505E8
Unreal Tournament 2004: Editor's Choice Edition,1.449E8
Iron Sky: Invasion,1.449E8
Sid Meiers Ace Patrol: Pacific Skies,1.4475E8
Blade Symphony,1.4455E8
Flix and Chill,1.4455E8
Citadel: Forged with Fire,1.443E8
Age of Civilizations II,1.4355E8
Estranged: Act II,1.4325E8
Gothic 1,1.4315E8
I Am Alive,1.428E8
Sakura Fantasy,1.428E8
Dungreed,1.4265E8
CastleStorm,1.425E8
The Deer,1.425E8
Fate Seeker,1.425E8
Painkiller Hell & Damnation,1.4175E8
Woodle Tree Adventures,1.4175E8
AX:EL - Air XenoDawn,1.4175E8
hack_me,1.414E8
Assassins Creed Liberation HD,1.401E8
Project Pulsation,1.4E8
Minecraft: Story Mode - A Telltale Games Series,1.3965E8
Shadowgrounds,1.395E8
Fallout: A Post Nuclear Role Playing Game,1.395E8
ArcaniA,1.393E8
The Vanishing of Ethan Carter,1.3875E8
Heroes of Might & Magic V,1.386E8
Streets of Rogue,1.379E8
Frozen Synapse,1.3725E8
UnEpic,1.372E8
Vulture for NetHack,1.3714E8
Joe Danger 2: The Movie,1.3685E8
Darwinia,1.365E8
sZone-Online,1.365E8
NEO Scavenger,1.359E8
The Four Kings Casino and Slots,1.358E8
SteamWorld Heist,1.358E8
Dropzone,1.3545E8
Alchemyland,1.3545E8
Wizard of Legend,1.351E8
Saints Row: Gat out of Hell,1.35E8
Batman - The Telltale Series,1.3475E8
King Arthur's Gold,1.344E8
Epic Battle Fantasy 4,1.344E8
Z.I.O.N.,1.344E8
Jet Racing Extreme: The First Encounter,1.3405E8
High On Racing,1.337E8
"Cook, Serve, Delicious!",1.3335E8
Distance,1.3305E8
SpaceChem,1.3275E8
Little Inferno,1.3275E8
Giana Sisters: Twisted Dreams,1.3275E8
Total War Battles: KINGDOM,1.3275E8
Hand of the Gods,1.323E8
A Hat in Time,1.3195E8
Lost Planet 2,1.3185E8
Max Payne 2: The Fall of Max Payne,1.3125E8
Sid Meiers Ace Patrol,1.3125E8
X4: Foundations,1.3095E8
Deepworld,1.309E8
Stealth Bastard Deluxe,1.3055E8
Space Run,1.3055E8
Octodad: Dadliest Catch,1.305E8
Blackguards,1.305E8
Pixel Puzzles: Japan,1.302E8
Agents of Mayhem,1.2945E8
SteamWorld Dig 2,1.2945E8
Creeper World 3: Arc Eternal,1.293E8
Fallout 2: A Post Nuclear Role Playing Game,1.29E8
Lucius,1.29E8
Race The Sun,1.29E8
fault - milestone one,1.2845E8
Heaven Forest - VR MMO,1.2845E8
SPORE Creepy & Cute Parts Pack,1.2825E8
Five Nights at Freddy's 2,1.2825E8
Fearless Fantasy,1.281E8
Ice Lakes,1.2795E8
Sniper Elite: Nazi Zombie Army,1.2775E8
QuestRun,1.2775E8
Plantera,1.2775E8
World War 3,1.274E8
SteamWorld Dig,1.2675E8
Hand Simulator,1.2675E8
DOOM 3,1.267E8
Pavlov VR,1.267E8
Galaxy on Fire 2 Full HD,1.2635E8
Seasons after Fall,1.2635E8
Battle Islands,1.26E8
Poly Bridge,1.26E8
Through Abandoned: The Underground City,1.2565E8
Tank Force,1.2565E8
Overcooked! 2,1.2565E8
From Dust,1.253E8
Rusted Warfare - RTS,1.251E8
Lost Moon,1.2495E8
The Turing Test,1.2495E8
King's Bounty: The Legend,1.246E8
Shadowgrounds Survivor,1.2425E8
Beyond Good and Evil,1.2425E8
Minimalism,1.2425E8
Aberoth,1.239E8
Sid Meier's Railroads!,1.2375E8
Machinarium,1.2375E8
Sonic Generations Collection,1.2375E8
The Banner Saga,1.23E8
Nekojishi,1.2285E8
Moonlighter,1.2285E8
Long Live The Queen,1.225E8
There's Poop In My Soup,1.225E8
Mercenary Kings: Reloaded Edition,1.218E8
Invisible Mind,1.218E8
Airstrike HD,1.2145E8
Mars: War Logs,1.211E8
Rain World,1.2045E8
Bacteria,1.204E8
The Dig,1.2015E8
The Undying Plague,1.2005E8
GUNS UP!,1.2E8
Darwin Project,1.2E8
Blood Bowl: Chaos Edition,1.197E8
Earth 2150 Trilogy,1.197E8
Battlepaths,1.197E8
Umbrella Corps/Biohazard Umbrella Corps,1.197E8
GALAK-Z,1.1935E8
Bloodbath Kavkaz,1.1935E8
Domina,1.1935E8
Moon Hunters,1.191E8
Slash It 2,1.188E8
Need for Speed: Shift,1.1865E8
Hard Reset Extended Edition,1.185E8
Zombie Driver HD,1.183E8
Sacred Gold,1.1795E8
TowerFall Ascension,1.1795E8
Cities in Motion 2,1.1775E8
If My Heart Had Wings,1.176E8
Dreamfall Chapters,1.1725E8
Polarity,1.17E8
Guardians of Victoria,1.169E8
Thimbleweed Park,1.167E8
Altitude,1.1655E8
Talisman: Digital Edition,1.162E8
Toukiden 2,1.16025E8
The Banner Saga 2,1.1585E8
RPG Maker MV,1.1585E8
Space Pilgrim Episode II: Epsilon Indi,1.155E8
Toukiden: Kiwami,1.149E8
Prince of Persia: The Forgotten Sands,1.148E8
Infinity Wars: Animated Trading Card Game,1.1475E8
Pit People,1.1445E8
Beyond Eyes,1.1445E8
OneShot,1.1445E8
Star Traders: Frontiers,1.1415E8
2064: Read Only Memories,1.141E8
Unknown Battle,1.141E8
VVVVVV,1.14E8
Gauntlet Slayer Edition,1.14E8
Overcooked,1.14E8
INVAXION,1.14E8
Catlateral Damage,1.1385E8
TIS-100,1.1375E8
Space Pilgrim Episode III: Delta Pavonis,1.1375E8
Epistory - Typing Chronicles,1.134E8
16bit Trader,1.1305E8
Democracy 3 Africa,1.12875E8
Shoppe Keep,1.127E8
Cave Story+,1.125E8
Mount Your Friends,1.125E8
Symphony,1.1235E8
Space Pilgrim Episode I: Alpha Centauri,1.1235E8
Hyposphere,1.1235E8
Machine Made: Rebirth,1.1235E8
MONMUSU,1.1235E8
Two Worlds II Castle Defense,1.12E8
AXYOS,1.12E8
Sixtieth Kilometer,1.12E8
BIT.TRIP RUNNER,1.1175E8
One Finger Death Punch,1.1175E8
Grand Ages: Rome,1.1165E8
Order of War,1.1165E8
Full Mojo Rampage,1.1165E8
Deadly Premonition: The Director's Cut,1.113E8
Age of Conan: Unchained,1.11E8
Alien Rage - Unlimited,1.1095E8
Submerged,1.1095E8
NEKOPARA Vol. 3,1.1095E8
Prime World: Defenders,1.1085E8
GUILTY GEAR Xrd -REVELATOR-,1.1055E8
The Basement Collection,1.1025E8
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,1.1025E8
Construction Simulator 2015,1.1025E8
Relic Hunters Zero,1.1025E8
WORLD END ECONOMiCA episode.01,1.098E8
I am Bread,1.095E8
Condemned: Criminal Origins,1.092E8
Front Mission Evolved,1.092E8
The Incredible Adventures of Van Helsing II,1.092E8
EVERSPACE,1.092E8
Sakura Spirit,1.0885E8
One Piece Pirate Warriors 3,1.0885E8
Cube Runner,1.08675E8
Pixel Puzzles: UndeadZ,1.085E8
Sniper Fury,1.08E8
Late Shift,1.078E8
Confess My Love,1.078E8
Prince of Persia: Warrior Within,1.0745E8
Zeno Clash,1.0745E8
Aven Colony,1.074E8
The Troma Project,1.071E8
Prince of Persia,1.0675E8
Jazzpunk: Director's Cut,1.0675E8
Rock 'N' Roll Defense,1.0675E8
"Planes, Bullets and Vodka",1.0675E8
Alan Wake's American Nightmare,1.065E8
MapleStory,1.065E8
Saturday Morning RPG,1.065E8
Villagers and Heroes,1.065E8
Chime,1.0605E8
The Journey Down: Chapter One,1.0605E8
Robot Roller-Derby Disco Dodgeball,1.0605E8
The Jackbox Party Pack 3,1.057E8
Dungetris,1.0535E8
Empires Mod,1.0515E8
BEEP,1.05E8
They Bleed Pixels,1.05E8
Viscera Cleanup Detail: Santa's Rampage,1.05E8
No Time To Explain Remastered,1.0425E8
Basement,1.041E8
Jack Orlando: Director's Cut,1.0395E8
Zombie Zoeds,1.0395E8
The Pit And The Pendulum,1.0395E8
Always Sometimes Monsters,1.036E8
Skyborn,1.036E8
Turbo Dismount,1.0325E8
Sheltered,1.0325E8
GOD EATER 3,1.02975E8
Cosmic Pioneer,1.029E8
Revelation Online,1.029E8
Out There Somewhere,1.0275E8
Worm.is: The Game,1.02E8
QUAKE II,1.0185E8
Platformines,1.0185E8
Asteria,1.0178E8
The Dark Eye: Chains of Satinav,1.015E8
Rampage Knights,1.015E8
Data Hacker: Corruption,1.015E8
Batla,1.0125E8
Depth Hunter 2: Deep Dive,1.008E8
AI: Rampage,1.008E8
The Disappearing of Gensokyo,1.008E8
Evil Genius,1.0045E8
Speed Kills,1.001E8
Puzzle Pirates: Dark Seas,1.0005E8
Space Run Galaxy,9.99E7
RADical ROACH Remastered,9.975E7
Gold Rush! Classic,9.975E7
DISSIDIA FINAL FANTASY NT Free Edition,9.975E7
Cargo Commander,9.945E7
Green Hell,9.945E7
Blood Bowl - Legendary Edition,9.94E7
Loot Hero DX,9.94E7
Grand Pigeon's Duty,9.94E7
UNO,9.94E7
Judgment: Apocalypse Survival Simulation,9.9375E7
The Bard's Tale IV: Barrows Deep,9.919E7
Bridge Constructor Portal,9.905E7
Heli Heroes,9.87E7
Pongo,9.87E7
Cyberhunt,9.87E7
Megadimension Neptunia VII,9.84E7
The I of the Dragon,9.835E7
Okhlos: Omega,9.835E7
The Butterfly Sign,9.835E7
Demonicon,9.81E7
Steel Storm: Burning Retribution,9.8E7
Rise of the Triad,9.8E7
Two Digits,9.8E7
Next Day: Survival,9.8E7
Shut Up And Dig,9.765E7
Dead Maze,9.75E7
Turmoil,9.73E7
Sins Of The Demon RPG,9.73E7
Big Pharma,9.705E7
Sakura Santa,9.705E7
Twin Saga,9.705E7
Love Simulation,9.705E7
Atonement: Scourge of Time,9.695E7
State of Anarchy: Master of Mayhem,9.695E7
The Bridge,9.675E7
The Swapper,9.675E7
Batman: Arkham Origins Blackgate - Deluxe Edition,9.675E7
Dead Effect,9.66E7
Darkness Assault,9.66E7
Saku Saku: Love Blooms with the Cherry Blossoms,9.66E7
Insanely Twisted Shadow Planet,9.625E7
The Tower Of Elements,9.625E7
Car Mechanic Simulator 2014,9.6E7
Easy eSports,9.6E7
Ultimate Custom Night,9.6E7
Dream Pinball 3D,9.555E7
Ys: The Oath in Felghana,9.525E7
Castle Story,9.52E7
Millennium - A New Hope,9.52E7
Tharsis,9.52E7
Card City Nights,9.495E7
Pixel Puzzles 2: Birds,9.485E7
Eternal Card Game,9.485E7
The Adventurer - Episode 1: Beginning of the End,9.485E7
Dead State: Reanimated,9.48E7
Painkiller Overdose,9.45E7
Hitman 2: Silent Assassin,9.45E7
Far Cry,9.45E7
Tap Heroes,9.45E7
Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,9.45E7
Anna - Extended Edition,9.415E7
Jumping Tank,9.415E7
Secret in Story,9.415E7
Data Hacker: Initiation,9.38E7
Trouble In The Manor,9.38E7
BitMaster,9.38E7
Ultimate Doom,9.375E7
Waveform,9.375E7
The Flame in the Flood,9.375E7
Faerie Solitaire,9.31E7
Rayman Origins,9.31E7
Spakoyno: Back to the USSR 2.0,9.31E7
Hitman: Codename 47,9.3E7
Stick RPG 2: Director's Cut,9.24E7
Spaceport Hope,9.24E7
The Jackbox Party Pack 2,9.24E7
